,strategy,rate,iteration,total_correctness,avg_correctness
457,3,40,62,2644.0474792785008,125.90702282278575
458,3,40,63,0.0,0.0
459,3,40,64,114345.25621349666,89.96479639142144
460,3,40,65,250976.42797573155,633.7788585245746
461,3,40,66,0.0,0.0
462,3,40,67,139531.03696884625,136.66115276086802
463,3,40,68,0.0,0.0
464,3,40,69,38370.49027448318,78.62805384115406
465,3,40,7,0.0,0.0
466,3,40,70,161839.00361366614,211.2780726026973
467,3,40,71,231537.6058288282,226.77532402431754
468,3,40,72,175721.37763598395,480.1130536502294
469,3,40,73,32051.287137555155,291.3753376141378
470,3,40,74,659674.3243370516,109.56225283790926
471,3,40,75,831017.953744239,398.378693070105
472,3,40,76,0.0,0.0
473,3,40,77,4716.213484991289,224.58159452339473
474,3,40,78,4375.130192368298,44.6441856364112
475,3,40,79,0.0,0.0
476,3,40,8,0.0,0.0
477,3,40,80,0.0,0.0
478,3,40,81,44883.55386900818,106.61176690975815
479,3,40,82,45161.65232415901,84.2568140376101
480,3,40,83,0.0,0.0
481,3,40,84,63535.547300433376,496.37146328463575
482,3,40,86,143412.980383048,136.5837908409981
483,3,40,87,41901.754539775946,312.6996607445966
484,3,40,88,828981.5728949205,468.08671535568635
485,3,40,89,142276.69049971236,232.4782524505104
486,3,40,9,0.0,0.0
487,3,40,90,0.0,0.0
488,3,40,91,0.0,0.0
489,3,40,92,240169.92248284532,228.73325950747173
490,3,40,93,343018.66692973097,269.88093385502043
491,3,40,94,86266.90047820672,385.1200914205657
492,3,40,95,0.0,0.0
493,3,40,96,162396.91389939352,212.0064150122631
494,3,40,97,60618.08330309161,496.86953527124274
495,3,40,98,0.0,0.0
496,3,40,99,53490.55088349688,204.9446394003712
497,3,50,1,62102.774679593924,564.5706789053993
498,3,50,10,434217.8223419776,208.1581123403536
499,3,50,100,67464.88138794656,301.18250619619
500,3,50,11,162877.63171530236,375.2940822933234
501,3,50,12,227912.80430117718,297.53629804331223
502,3,50,13,328348.2856991442,312.712653046804
503,3,50,14,35514.60914818804,158.54736226869662
504,3,50,15,9153.82678210686,435.89651343366
505,3,50,16,25684.129392110764,513.6825878422153
506,3,50,17,0.0,0.0
